SchoolYear,County_Name,District_BEDS_Code,District_Name,School_BEDS_Code,Location_Name,Public_Immigrant_Student_Cnt
06/30/2016,NASSAU,280100010000,GLEN COVE CITY SD,280100010008,ROBERT M FINLEY MIDDLE SCHOOL,103
06/30/2016,NASSAU,280201030000,HEMPSTEAD UFSD,280201030001,FRANKLIN SCHOOL,102
06/30/2016,NASSAU,280201030000,HEMPSTEAD UFSD,280201030002,DAVID PATERSON SCHOOL,86
06/30/2016,NASSAU,280201030000,HEMPSTEAD UFSD,280201030003,JACKSON MAIN ELEMENTARY SCHOOL,72
06/30/2016,NASSAU,280201030000,HEMPSTEAD UFSD,280201030004,BARACK OBAMA ELEMEN SCHOOL,80
06/30/2016,NASSAU,280201030000,HEMPSTEAD UFSD,280201030007,HEMPSTEAD HIGH SCHOOL,1127
06/30/2016,NASSAU,280201030000,HEMPSTEAD UFSD,280201030008,MARSHALL SCHOOL,37
06/30/2016,NASSAU,280201030000,HEMPSTEAD UFSD,280201030009,JACKSON ANNEX SCHOOL,79
06/30/2016,NASSAU,280201030000,HEMPSTEAD UFSD,280201030010,ALVERTA B GRAY SCHULTZ MIDDLE SCH,379
06/30/2016,NASSAU,280201030000,HEMPSTEAD UFSD,280201030011,FRONT STREET ELEMENTARY SCHOOL,53
06/30/2016,NASSAU,280201030000,HEMPSTEAD UFSD,280201030016,PROSPECT ELEMENTARY SCHOOL,70
06/30/2016,NASSAU,280201030000,HEMPSTEAD UFSD,280201030666,PK - HEMPSTEAD UFSD,s
06/30/2016,NASSAU,280201030000,HEMPSTEAD UFSD,280201030777,HB - HEMPSTEAD UFSD,s
06/30/2016,NASSAU,280201860947,EVERGREEN CHARTER SCHOOL,280201860947,EVERGREEN CHARTER SCHOOL,s
06/30/2016,NASSAU,280202030000,UNIONDALE UFSD,280202030003,CALIFORNIA AVENUE ELEMENTARY SCHOOL,73
06/30/2016,NASSAU,280202030000,UNIONDALE UFSD,280202030004,GRAND AVENUE ELEMENTARY SCHOOL,21
06/30/2016,NASSAU,280202030000,UNIONDALE UFSD,280202030005,NORTHERN PARKWAY ELEMENTARY SCHOOL,62
06/30/2016,NASSAU,280202030000,UNIONDALE UFSD,280202030006,SMITH STREET ELEMENTARY SCHOOL,29
06/30/2016,NASSAU,280202030000,UNIONDALE UFSD,280202030007,WALNUT STREET ELEMENTARY SCHOOL,53
06/30/2016,NASSAU,280202030000,UNIONDALE UFSD,280202030008,LAWRENCE ROAD MIDDLE SCHOOL,143
06/30/2016,NASSAU,280202030000,UNIONDALE UFSD,280202030009,TURTLE HOOK MIDDLE SCHOOL,117
06/30/2016,NASSAU,280202030000,UNIONDALE UFSD,280202030010,UNIONDALE HIGH SCHOOL,634
06/30/2016,NASSAU,280202030000,UNIONDALE UFSD,280202030777,HB - UNIONDALE UFSD,5
06/30/2016,NASSAU,280203030000,EAST MEADOW UFSD,280203030001,BARNUM WOODS SCHOOL,17
06/30/2016,NASSAU,280203030000,EAST MEADOW UFSD,280203030002,BOWLING GREEN SCHOOL,32
06/30/2016,NASSAU,280203030000,EAST MEADOW UFSD,280203030003,MCVEY ELEMENTARY SCHOOL,27
06/30/2016,NASSAU,280203030000,EAST MEADOW UFSD,280203030006,PARKWAY SCHOOL,22
06/30/2016,NASSAU,280203030000,EAST MEADOW UFSD,280203030008,CLARKE MIDDLE SCHOOL,38
06/30/2016,NASSAU,280203030000,EAST MEADOW UFSD,280203030009,WOODLAND MIDDLE SCHOOL,70
06/30/2016,NASSAU,280203030000,EAST MEADOW UFSD,280203030010,W TRESPER CLARKE HIGH SCHOOL,53
06/30/2016,NASSAU,280203030000,EAST MEADOW UFSD,280203030011,EAST MEADOW HIGH SCHOOL,153
06/30/2016,NASSAU,280203030000,EAST MEADOW UFSD,280203030012,MEADOWBROOK ELEMENTARY SCHOOL,15
06/30/2016,NASSAU,280203030000,EAST MEADOW UFSD,280203030777,HB - EAST MEADOW UFSD,s
06/30/2016,NASSAU,280204020000,NORTH BELLMORE UFSD,280204020003,NEWBRIDGE ROAD SCHOOL,7
06/30/2016,NASSAU,280204020000,NORTH BELLMORE UFSD,280204020004,PARK AVENUE SCHOOL,s
06/30/2016,NASSAU,280204020000,NORTH BELLMORE UFSD,280204020005,SAW MILL ROAD SCHOOL,12
06/30/2016,NASSAU,280204020000,NORTH BELLMORE UFSD,280204020006,JOHN G DINKELMEYER SCHOOL,5
06/30/2016,NASSAU,280204020000,NORTH BELLMORE UFSD,280204020007,MARTIN AVENUE ELEMENTARY SCHOOL,6
06/30/2016,NASSAU,280205030000,LEVITTOWN UFSD,280205030001,EAST BROADWAY SCHOOL,9
06/30/2016,NASSAU,280205030000,LEVITTOWN UFSD,280205030002,ABBEY LANE SCHOOL,27
06/30/2016,NASSAU,280205030000,LEVITTOWN UFSD,280205030005,GARDINERS AVENUE SCHOOL,5
06/30/2016,NASSAU,280205030000,LEVITTOWN UFSD,280205030006,LEE ROAD SCHOOL,s
06/30/2016,NASSAU,280205030000,LEVITTOWN UFSD,280205030009,SUMMIT LANE SCHOOL,17
06/30/2016,NASSAU,280205030000,LEVITTOWN UFSD,280205030010,WISDOM LANE MIDDLE SCHOOL,27
06/30/2016,NASSAU,280205030000,LEVITTOWN UFSD,280205030011,NORTHSIDE SCHOOL,15
06/30/2016,NASSAU,280205030000,LEVITTOWN UFSD,280205030013,JONAS E SALK MIDDLE SCHOOL,33
06/30/2016,NASSAU,280205030000,LEVITTOWN UFSD,280205030015,DIVISION AVENUE SENIOR HIGH SCHOOL,50
06/30/2016,NASSAU,280205030000,LEVITTOWN UFSD,280205030016,GEN DOUGLAS MACARTHUR SENIOR HS,64
06/30/2016,NASSAU,280205030000,LEVITTOWN UFSD,280205030777,HB - LEVITTOWN UFSD,s
06/30/2016,NASSAU,280206030000,SEAFORD UFSD,280206030003,SEAFORD HARBOR SCHOOL,s
06/30/2016,NASSAU,280206030000,SEAFORD UFSD,280206030005,SEAFORD MIDDLE SCHOOL,s
06/30/2016,NASSAU,280206030000,SEAFORD UFSD,280206030006,SEAFORD SENIOR HIGH SCHOOL,s
06/30/2016,NASSAU,280207020000,BELLMORE UFSD,280207020002,SHORE ROAD SCHOOL,s
06/30/2016,NASSAU,280207020000,BELLMORE UFSD,280207020003,WINTHROP AVENUE SCHOOL,s
06/30/2016,NASSAU,280207020000,BELLMORE UFSD,280207020004,REINHARD EARLY CHILDHOOD CENTER,s
06/30/2016,NASSAU,280208030000,ROOSEVELT UFSD,280208030005,ROOSEVELT HIGH SCHOOL,s
06/30/2016,NASSAU,280209030000,FREEPORT UFSD,280209030001,ARCHER STREET SCHOOL,80
06/30/2016,NASSAU,280209030000,FREEPORT UFSD,280209030002,BAYVIEW AVENUE SCHOOL,50
06/30/2016,NASSAU,280209030000,FREEPORT UFSD,280209030003,CAROLINE G ATKINSON SCHOOL,118
06/30/2016,NASSAU,280209030000,FREEPORT UFSD,280209030004,COLUMBUS AVENUE SCHOOL,21
06/30/2016,NASSAU,280209030000,FREEPORT UFSD,280209030005,LEO F GIBLYN SCHOOL,75
06/30/2016,NASSAU,280209030000,FREEPORT UFSD,280209030006,JOHN W DODD MIDDLE SCHOOL,155
06/30/2016,NASSAU,280209030000,FREEPORT UFSD,280209030007,FREEPORT HIGH SCHOOL,550
06/30/2016,NASSAU,280209030000,FREEPORT UFSD,280209030009,NEW VISIONS ELEMENTARY SCHOOL,53
06/30/2016,NASSAU,280209030000,FREEPORT UFSD,280209030666,PK - FREEPORT UFSD,15
06/30/2016,NASSAU,280210030000,BALDWIN UFSD,280210030001,BROOKSIDE ELEMENTARY SCHOOL,19
06/30/2016,NASSAU,280210030000,BALDWIN UFSD,280210030004,LENOX ELEMENTARY SCHOOL,16
06/30/2016,NASSAU,280210030000,BALDWIN UFSD,280210030005,MEADOW ELEMENTARY SCHOOL,38
06/30/2016,NASSAU,280210030000,BALDWIN UFSD,280210030007,PLAZA ELEMENTARY SCHOOL,26
06/30/2016,NASSAU,280210030000,BALDWIN UFSD,280210030010,STEELE ELEMENTARY SCHOOL,23
06/30/2016,NASSAU,280210030000,BALDWIN UFSD,280210030012,BALDWIN MIDDLE SCHOOL,77
06/30/2016,NASSAU,280210030000,BALDWIN UFSD,280210030013,BALDWIN SENIOR HIGH SCHOOL,145
06/30/2016,NASSAU,280210030000,BALDWIN UFSD,280210030888,HI - BALDWIN UFSD,s
06/30/2016,NASSAU,280211030000,OCEANSIDE UFSD,280211030002,SCHOOL 2,19
06/30/2016,NASSAU,280211030000,OCEANSIDE UFSD,280211030003,SCHOOL 3,17
06/30/2016,NASSAU,280211030000,OCEANSIDE UFSD,280211030004,SCHOOL 4,9
06/30/2016,NASSAU,280211030000,OCEANSIDE UFSD,280211030005,SCHOOL 5,20
06/30/2016,NASSAU,280211030000,OCEANSIDE UFSD,280211030007,SCHOOL 9E-BOARDMAN ELEM SCHOOL,s
06/30/2016,NASSAU,280211030000,OCEANSIDE UFSD,280211030008,SCHOOL 8,s
06/30/2016,NASSAU,280211030000,OCEANSIDE UFSD,280211030009,SCHOOL 9M-OCEANSIDE MIDDLE SCHOOL,28
06/30/2016,NASSAU,280211030000,OCEANSIDE UFSD,280211030010,SCHOOL 7-OCEANSIDE SENIOR HS,105
06/30/2016,NASSAU,280211030000,OCEANSIDE UFSD,280211030011,CASTLETON ACADEMY HS OF OCEANSIDE,s
06/30/2016,NASSAU,280211030000,OCEANSIDE UFSD,280211030016,SCHOOL 6-KINDERGARTEN CTR,s
06/30/2016,NASSAU,280212030000,MALVERNE UFSD,280212030001,DAVISON AVENUE INTERMEDIATE SCHOOL,19
06/30/2016,NASSAU,280212030000,MALVERNE UFSD,280212030002,MAURICE W DOWNING PRIMARY SCHOOL,14
06/30/2016,NASSAU,280212030000,MALVERNE UFSD,280212030005,MALVERNE SENIOR HIGH SCHOOL,63
06/30/2016,NASSAU,280212030000,MALVERNE UFSD,280212030006,HOWARD T HERBER MIDDLE SCHOOL,29
06/30/2016,NASSAU,280213020000,VALLEY STREAM 13 UFSD,280213020001,JAMES A DEVER SCHOOL,9
06/30/2016,NASSAU,280213020000,VALLEY STREAM 13 UFSD,280213020002,HOWELL ROAD SCHOOL,28
06/30/2016,NASSAU,280213020000,VALLEY STREAM 13 UFSD,280213020003,WHEELER AVENUE SCHOOL,26
06/30/2016,NASSAU,280213020000,VALLEY STREAM 13 UFSD,280213020004,WILLOW ROAD SCHOOL,7
06/30/2016,NASSAU,280214030000,HEWLETT-WOODMERE UFSD,280214030001,FRANKLIN EARLY CHILDHOOD CENTER,18
06/30/2016,NASSAU,280214030000,HEWLETT-WOODMERE UFSD,280214030002,HEWLETT ELEMENTARY SCHOOL,19
06/30/2016,NASSAU,280214030000,HEWLETT-WOODMERE UFSD,280214030003,OGDEN ELEMENTARY SCHOOL,30
06/30/2016,NASSAU,280214030000,HEWLETT-WOODMERE UFSD,280214030006,WOODMERE MIDDLE SCHOOL,58
06/30/2016,NASSAU,280214030000,HEWLETT-WOODMERE UFSD,280214030007,GEORGE W HEWLETT HIGH SCHOOL,108
06/30/2016,NASSAU,280215030000,LAWRENCE UFSD,280215030002,LAWRENCE PRIMARY SCHOOL-#2 SCHOOL,24
06/30/2016,NASSAU,280215030000,LAWRENCE UFSD,280215030004,LAWRENCE EARLY CHILDHOOD-#4 SCHOOL,8
06/30/2016,NASSAU,280215030000,LAWRENCE UFSD,280215030005,LAWRENCE ELEMENTARY SCHOOL-BROADWAY,55
06/30/2016,NASSAU,280215030000,LAWRENCE UFSD,280215030007,LAWRENCE SENIOR HIGH SCHOOL,217
06/30/2016,NASSAU,280215030000,LAWRENCE UFSD,280215030008,LAWRENCE MIDDLE SCHOOL-BROADWAY CAMP,79
06/30/2016,NASSAU,280215030000,LAWRENCE UFSD,280215030666,PK - LAWRENCE UFSD,6
06/30/2016,NASSAU,280215030000,LAWRENCE UFSD,280215030777,HB - LAWRENCE UFSD,s
06/30/2016,NASSAU,280216020000,ELMONT UFSD,280216020001,ALDEN TERRACE SCHOOL,50
06/30/2016,NASSAU,280216020000,ELMONT UFSD,280216020002,CLARA H CARLSON SCHOOL,119
06/30/2016,NASSAU,280216020000,ELMONT UFSD,280216020003,COVERT AVENUE SCHOOL,75
06/30/2016,NASSAU,280216020000,ELMONT UFSD,280216020004,DUTCH BROADWAY SCHOOL,55
06/30/2016,NASSAU,280216020000,ELMONT UFSD,280216020006,GOTHAM AVENUE SCHOOL,85
06/30/2016,NASSAU,280216020000,ELMONT UFSD,280216020007,STEWART MANOR SCHOOL,22
06/30/2016,NASSAU,280217020000,FRANKLIN SQUARE UFSD,280217020001,JOHN STREET SCHOOL,14
06/30/2016,NASSAU,280217020000,FRANKLIN SQUARE UFSD,280217020003,POLK STREET SCHOOL,22
06/30/2016,NASSAU,280217020000,FRANKLIN SQUARE UFSD,280217020004,WASHINGTON STREET SCHOOL,27
06/30/2016,NASSAU,280218030000,GARDEN CITY UFSD,280218030001,HEMLOCK SCHOOL,5
06/30/2016,NASSAU,280218030000,GARDEN CITY UFSD,280218030002,HOMESTEAD SCHOOL,s
06/30/2016,NASSAU,280218030000,GARDEN CITY UFSD,280218030004,STRATFORD AVENUE SCHOOL,7
06/30/2016,NASSAU,280218030000,GARDEN CITY UFSD,280218030005,STEWART SCHOOL,10
06/30/2016,NASSAU,280218030000,GARDEN CITY UFSD,280218030006,GARDEN CITY MIDDLE SCHOOL,15
06/30/2016,NASSAU,280218030000,GARDEN CITY UFSD,280218030007,GARDEN CITY HIGH SCHOOL,18
06/30/2016,NASSAU,280218030000,GARDEN CITY UFSD,280218030777,HB - GARDEN CITY UFSD,s
06/30/2016,NASSAU,280219030000,EAST ROCKAWAY UFSD,280219030001,RHAME AVENUE ELEMENTARY SCHOOL,s
06/30/2016,NASSAU,280219030000,EAST ROCKAWAY UFSD,280219030002,EAST ROCKAWAY JUNIOR-SENIOR HIGH SCH,22
06/30/2016,NASSAU,280219030000,EAST ROCKAWAY UFSD,280219030004,CENTRE AVENUE ELEMENTARY SCHOOL,12
06/30/2016,NASSAU,280220030000,LYNBROOK UFSD,280220030001,KINDERGARTEN CENTER,s
06/30/2016,NASSAU,280220030000,LYNBROOK UFSD,280220030002,MARION STREET SCHOOL,6
06/30/2016,NASSAU,280220030000,LYNBROOK UFSD,280220030003,WAVERLY PARK SCHOOL,s
06/30/2016,NASSAU,280220030000,LYNBROOK UFSD,280220030004,WEST END SCHOOL,17
06/30/2016,NASSAU,280220030000,LYNBROOK UFSD,280220030005,LYNBROOK NORTH MIDDLE SCHOOL,13
06/30/2016,NASSAU,280220030000,LYNBROOK UFSD,280220030006,LYNBROOK SOUTH MIDDLE SCHOOL,5
06/30/2016,NASSAU,280220030000,LYNBROOK UFSD,280220030007,LYNBROOK SENIOR HIGH SCHOOL,36
06/30/2016,NASSAU,280221030000,ROCKVILLE CENTRE UFSD,280221030001,SOUTH SIDE HIGH SCHOOL,33
06/30/2016,NASSAU,280221030000,ROCKVILLE CENTRE UFSD,280221030002,SOUTH SIDE MIDDLE SCHOOL,12
06/30/2016,NASSAU,280221030000,ROCKVILLE CENTRE UFSD,280221030003,WATSON SCHOOL,s
06/30/2016,NASSAU,280221030000,ROCKVILLE CENTRE UFSD,280221030004,RIVERSIDE SCHOOL,s
06/30/2016,NASSAU,280221030000,ROCKVILLE CENTRE UFSD,280221030005,HEWITT SCHOOL,s
06/30/2016,NASSAU,280221030000,ROCKVILLE CENTRE UFSD,280221030006,WILLIAM S COVERT SCHOOL,s
06/30/2016,NASSAU,280221030000,ROCKVILLE CENTRE UFSD,280221030008,WILSON SCHOOL,s
06/30/2016,NASSAU,280222020000,FLORAL PARK-BELLEROSE UFSD,280222020001,FLORAL PARK-BELLEROSE SCHOOL,23
06/30/2016,NASSAU,280222020000,FLORAL PARK-BELLEROSE UFSD,280222020002,JOHN LEWIS CHILDS SCHOOL,17
06/30/2016,NASSAU,280223030000,WANTAGH UFSD,280223030001,FOREST LAKE SCHOOL,s
06/30/2016,NASSAU,280223030000,WANTAGH UFSD,280223030002,MANDALAY SCHOOL,s
06/30/2016,NASSAU,280223030000,WANTAGH UFSD,280223030004,WANTAGH SCHOOL,6
06/30/2016,NASSAU,280223030000,WANTAGH UFSD,280223030005,WANTAGH SENIOR HIGH SCHOOL,5
06/30/2016,NASSAU,280223030000,WANTAGH UFSD,280223030006,WANTAGH MIDDLE SCHOOL,8
06/30/2016,NASSAU,280224020000,VALLEY STREAM 24 UFSD,280224020001,BROOKLYN AVENUE SCHOOL,32
06/30/2016,NASSAU,280224020000,VALLEY STREAM 24 UFSD,280224020003,ROBERT W CARBONARO SCHOOL,17
06/30/2016,NASSAU,280224020000,VALLEY STREAM 24 UFSD,280224020004,WILLIAM L BUCK SCHOOL,7
06/30/2016,NASSAU,280225020000,MERRICK UFSD,280225020001,BIRCH SCHOOL,s
06/30/2016,NASSAU,280225020000,MERRICK UFSD,280225020002,NORMAN J LEVY LAKESIDE SCHOOL,s
06/30/2016,NASSAU,280225020000,MERRICK UFSD,280225020003,CHATTERTON SCHOOL,s
06/30/2016,NASSAU,280226030000,ISLAND TREES UFSD,280226030002,ISLAND TREES MIDDLE SCHOOL,49
06/30/2016,NASSAU,280226030000,ISLAND TREES UFSD,280226030003,MICHAEL F STOKES SCHOOL,22
06/30/2016,NASSAU,280226030000,ISLAND TREES UFSD,280226030004,J FRED SPARKE SCHOOL,9
06/30/2016,NASSAU,280226030000,ISLAND TREES UFSD,280226030006,ISLAND TREES HIGH SCHOOL,58
06/30/2016,NASSAU,280226030000,ISLAND TREES UFSD,280226030777,HB - ISLAND TREES UFSD,s
06/30/2016,NASSAU,280227030000,WEST HEMPSTEAD UFSD,280227030002,CORNWELL AVENUE SCHOOL,13
06/30/2016,NASSAU,280227030000,WEST HEMPSTEAD UFSD,280227030003,CHESTNUT STREET SCHOOL,s
06/30/2016,NASSAU,280227030000,WEST HEMPSTEAD UFSD,280227030004,WEST HEMPSTEAD MIDDLE SCHOOL,38
06/30/2016,NASSAU,280227030000,WEST HEMPSTEAD UFSD,280227030005,WEST HEMPSTEAD HIGH SCHOOL,127
06/30/2016,NASSAU,280227030000,WEST HEMPSTEAD UFSD,280227030006,GEORGE WASHINGTON SCHOOL,11
06/30/2016,NASSAU,280229020000,NORTH MERRICK UFSD,280229020001,CAMP AVENUE SCHOOL,s
06/30/2016,NASSAU,280229020000,NORTH MERRICK UFSD,280229020002,HAROLD D FAYETTE SCHOOL,5
06/30/2016,NASSAU,280229020000,NORTH MERRICK UFSD,280229020003,OLD MILL ROAD SCHOOL,s
06/30/2016,NASSAU,280230020000,VALLEY STREAM 30 UFSD,280230020001,CLEARSTREAM AVENUE SCHOOL,36
06/30/2016,NASSAU,280230020000,VALLEY STREAM 30 UFSD,280230020002,FOREST ROAD SCHOOL,24
06/30/2016,NASSAU,280230020000,VALLEY STREAM 30 UFSD,280230020003,SHAW AVENUE SCHOOL,63
06/30/2016,NASSAU,280231020000,ISLAND PARK UFSD,280231020001,ISLAND PARK LINCOLN ORENS MS,8
06/30/2016,NASSAU,280231020000,ISLAND PARK UFSD,280231020003,FRANCIS X HEGARTY ELEMENTARY SCHOOL,s
06/30/2016,NASSAU,280251070000,VALLEY STREAM CENTRAL HS DISTRICT,280251070001,VALLEY STREAM MEMORIAL JR HIGH SCHOO,67
06/30/2016,NASSAU,280251070000,VALLEY STREAM CENTRAL HS DISTRICT,280251070002,VALLEY STREAM NORTH HIGH SCHOOL,202
06/30/2016,NASSAU,280251070000,VALLEY STREAM CENTRAL HS DISTRICT,280251070003,VALLEY STREAM SOUTH HIGH SCHOOL,92
06/30/2016,NASSAU,280251070000,VALLEY STREAM CENTRAL HS DISTRICT,280251070004,VALLEY STREAM CENTRAL HIGH SCHOOL,123
06/30/2016,NASSAU,280251070000,VALLEY STREAM CENTRAL HS DISTRICT,280251070777,HB - VALLEY STREAM CENTRAL HS,s
06/30/2016,NASSAU,280252070000,SEWANHAKA CENTRAL HS DISTRICT,280252070002,ELMONT MEMORIAL HIGH SCHOOL,231
06/30/2016,NASSAU,280252070000,SEWANHAKA CENTRAL HS DISTRICT,280252070003,FLORAL PARK MEMORIAL HIGH SCHOOL,96
06/30/2016,NASSAU,280252070000,SEWANHAKA CENTRAL HS DISTRICT,280252070004,H FRANK CAREY HIGH SCHOOL,56
06/30/2016,NASSAU,280252070000,SEWANHAKA CENTRAL HS DISTRICT,280252070005,NEW HYDE PARK MEMORIAL HIGH SCHOOL,234
06/30/2016,NASSAU,280252070000,SEWANHAKA CENTRAL HS DISTRICT,280252070006,SEWANHAKA HIGH SCHOOL,307
06/30/2016,NASSAU,280253070000,BELLMORE-MERRICK CENTRAL HS DISTRICT,280253070002,GRAND AVENUE MIDDLE SCHOOL,16
06/30/2016,NASSAU,280253070000,BELLMORE-MERRICK CENTRAL HS DISTRICT,280253070004,MERRICK AVENUE MIDDLE SCHOOL,21
06/30/2016,NASSAU,280253070000,BELLMORE-MERRICK CENTRAL HS DISTRICT,280253070005,SANFORD H CALHOUN HIGH SCHOOL,39
06/30/2016,NASSAU,280253070000,BELLMORE-MERRICK CENTRAL HS DISTRICT,280253070006,WELLINGTON C MEPHAM HIGH SCH,56
06/30/2016,NASSAU,280253070000,BELLMORE-MERRICK CENTRAL HS DISTRICT,280253070007,JOHN F KENNEDY HIGH SCHOOL,22
06/30/2016,NASSAU,280300010000,LONG BEACH CITY SD,280300010002,EAST ELEMENTARY SCHOOL,12
06/30/2016,NASSAU,280300010000,LONG BEACH CITY SD,280300010003,LIDO ELEMENTARY SCHOOL,12
06/30/2016,NASSAU,280300010000,LONG BEACH CITY SD,280300010004,WEST ELEMENTARY SCHOOL,15
06/30/2016,NASSAU,280300010000,LONG BEACH CITY SD,280300010005,LINDELL BOULEVARD SCHOOL,10
06/30/2016,NASSAU,280300010000,LONG BEACH CITY SD,280300010006,LONG BEACH MIDDLE SCHOOL,51
06/30/2016,NASSAU,280300010000,LONG BEACH CITY SD,280300010008,LONG BEACH SENIOR HIGH SCHOOL,114
06/30/2016,NASSAU,280300010000,LONG BEACH CITY SD,280300010666,PK - LONG BEACH CITY SD,s
06/30/2016,NASSAU,280401030000,WESTBURY UFSD,280401030001,PARK AVENUE SCHOOL,120
06/30/2016,NASSAU,280401030000,WESTBURY UFSD,280401030002,DREXEL AVENUE SCHOOL,64
06/30/2016,NASSAU,280401030000,WESTBURY UFSD,280401030003,DRYDEN STREET SCHOOL,33
06/30/2016,NASSAU,280401030000,WESTBURY UFSD,280401030005,POWELLS LANE SCHOOL,60
06/30/2016,NASSAU,280401030000,WESTBURY UFSD,280401030006,WESTBURY MIDDLE SCHOOL,251
06/30/2016,NASSAU,280401030000,WESTBURY UFSD,280401030007,WESTBURY HIGH SCHOOL,604
06/30/2016,NASSAU,280401030000,WESTBURY UFSD,280401030666,PK - WESTBURY UFSD,13
06/30/2016,NASSAU,280401030000,WESTBURY UFSD,280401030777,HB - WESTBURY UFSD,s
06/30/2016,NASSAU,280403030000,ROSLYN UFSD,280403030004,EAST HILLS ELEMENTARY SCHOOL,s
06/30/2016,NASSAU,280403030000,ROSLYN UFSD,280403030007,HARBOR HILL SCHOOL,s
06/30/2016,NASSAU,280403030000,ROSLYN UFSD,280403030008,ROSLYN HIGH SCHOOL,11
06/30/2016,NASSAU,280403030000,ROSLYN UFSD,280403030009,ROSLYN MIDDLE SCHOOL,s
06/30/2016,NASSAU,280404030000,PORT WASHINGTON UFSD,280404030002,GUGGENHEIM ELEMENTARY SCHOOL,61
06/30/2016,NASSAU,280404030000,PORT WASHINGTON UFSD,280404030004,MANORHAVEN ELEMENTARY SCHOOL,60
06/30/2016,NASSAU,280404030000,PORT WASHINGTON UFSD,280404030005,JOHN J DALY ELEMENTARY SCHOOL,34
06/30/2016,NASSAU,280404030000,PORT WASHINGTON UFSD,280404030006,SOUTH SALEM ELEMENTARY SCHOOL,13
06/30/2016,NASSAU,280404030000,PORT WASHINGTON UFSD,280404030007,JOHN PHILIP SOUSA ELEMENTARY SCHOOL,24
06/30/2016,NASSAU,280404030000,PORT WASHINGTON UFSD,280404030008,CARRIE PALMER WEBER MIDDLE SCHOOL,154
06/30/2016,NASSAU,280404030000,PORT WASHINGTON UFSD,280404030009,PAUL D SCHREIBER SENIO HIGH SCHOOL,356
06/30/2016,NASSAU,280404030000,PORT WASHINGTON UFSD,280404030666,PK - PORT WASHINGTON UFSD,s
06/30/2016,NASSAU,280404030000,PORT WASHINGTON UFSD,280404030777,HB - PORT WASHINGTON UFSD,s
06/30/2016,NASSAU,280405020000,NEW HYDE PARK-GARDEN CITY PARK UFSD,280405020001,GARDEN CITY PARK SCHOOL,15
06/30/2016,NASSAU,280405020000,NEW HYDE PARK-GARDEN CITY PARK UFSD,280405020002,NEW HYDE PARK ROAD SCHOOL,42
06/30/2016,NASSAU,280405020000,NEW HYDE PARK-GARDEN CITY PARK UFSD,280405020003,HILLSIDE GRADE SCHOOL,34
06/30/2016,NASSAU,280405020000,NEW HYDE PARK-GARDEN CITY PARK UFSD,280405020004,MANOR OAKS WILLIAM BOWIE SCHOOL,5
06/30/2016,NASSAU,280406030000,MANHASSET UFSD,280406030002,MANHASSET SECONDARY SCHOOL,94
06/30/2016,NASSAU,280406030000,MANHASSET UFSD,280406030003,MUNSEY PARK ELEMENTARY SCHOOL,19
06/30/2016,NASSAU,280406030000,MANHASSET UFSD,280406030004,SHELTER ROCK ELEMENTARY SCHOOL,54
06/30/2016,NASSAU,280406030000,MANHASSET UFSD,280406030005,MANHASSET MIDDLE SCHOOL,41
06/30/2016,NASSAU,280406030000,MANHASSET UFSD,280406030777,HB - MANHASSET UFSD,s
06/30/2016,NASSAU,280407030000,GREAT NECK UFSD,280407030006,E M BAKER SCHOOL,39
06/30/2016,NASSAU,280407030000,GREAT NECK UFSD,280407030007,JOHN F KENNEDY SCHOOL,16
06/30/2016,NASSAU,280407030000,GREAT NECK UFSD,280407030008,LAKEVILLE ELEMENTARY SCHOOL,43
06/30/2016,NASSAU,280407030000,GREAT NECK UFSD,280407030009,EARLY CHILDHOOD CENTER,16
06/30/2016,NASSAU,280407030000,GREAT NECK UFSD,280407030010,SADDLE ROCK SCHOOL,25
06/30/2016,NASSAU,280407030000,GREAT NECK UFSD,280407030012,GREAT NECK NORTH MIDDLE SCHOOL,45
06/30/2016,NASSAU,280407030000,GREAT NECK UFSD,280407030013,GREAT NECK SOUTH MIDDLE SCHOOL,63
06/30/2016,NASSAU,280407030000,GREAT NECK UFSD,280407030014,GREAT NECK SOUTH HIGH SCHOOL,159
06/30/2016,NASSAU,280407030000,GREAT NECK UFSD,280407030015,GREAT NECK NORTH HIGH SCHOOL,91
06/30/2016,NASSAU,280407030000,GREAT NECK UFSD,280407030666,PK - GREAT NECK UFSD,s
06/30/2016,NASSAU,280409030000,HERRICKS UFSD,280409030001,CENTER STREET SCHOOL,21
06/30/2016,NASSAU,280409030000,HERRICKS UFSD,280409030002,DENTON AVENUE SCHOOL,12
06/30/2016,NASSAU,280409030000,HERRICKS UFSD,280409030004,SEARINGTOWN SCHOOL,16
06/30/2016,NASSAU,280409030000,HERRICKS UFSD,280409030007,HERRICKS MIDDLE SCHOOL,22
06/30/2016,NASSAU,280409030000,HERRICKS UFSD,280409030008,HERRICKS HIGH SCHOOL,23
06/30/2016,NASSAU,280410030000,MINEOLA UFSD,280410030002,HAMPTON STREET SCHOOL,22
06/30/2016,NASSAU,280410030000,MINEOLA UFSD,280410030003,JACKSON AVENUE SCHOOL,36
06/30/2016,NASSAU,280410030000,MINEOLA UFSD,280410030004,MEADOW DRIVE SCHOOL,9
06/30/2016,NASSAU,280410030000,MINEOLA UFSD,280410030006,MINEOLA HIGH SCHOOL,144
